 transaction_id | household_id | store_id | day | trans_time | week_no 
    28057202902 |         1923 |      448 |  90 |       2148 |      14
    28057203160 |          413 |      448 |  91 |        113 |      14
    28057210156 |          906 |      319 |  90 |        747 |      14
    28057211943 |         1020 |      319 |  90 |       1530 |      14
    28057213981 |         1084 |      319 |  90 |       2142 |      14
    28057218015 |           52 |      401 |  90 |       1853 |      14
    28057223420 |         1197 |      384 |  90 |       1904 |      14
    28057225865 |         1452 |      339 |  90 |       1357 |      14
    28057230065 |          755 |      382 |  90 |        625 |      14
    28057230468 |          560 |      382 |  90 |       1027 |      14
    28057232227 |          560 |      382 |  90 |       1706 |      14
    28057233646 |          560 |      382 |  90 |       2135 |      14
    28057233683 |          220 |      382 |  90 |       2147 |      14
    28057235555 |          731 |      329 |  90 |       1011 |      14
    28057238594 |          370 |      329 |  90 |       1857 |      14
    28057241715 |           58 |      375 |  90 |       1345 |      14
    28057243672 |         1557 |      375 |  90 |       1931 |      14
    28057243674 |         1257 |      375 |  90 |       1931 |      14
    28057245282 |          249 |      289 |  90 |       1202 |      14
    28057245364 |          123 |      289 |  90 |       1248 |      14
    28057250876 |           19 |      300 |  90 |       1725 |      14
    28057250879 |           19 |      300 |  90 |       1726 |      14
    28057250882 |           19 |      300 |  90 |       1727 |      14
    28057267541 |         2467 |      436 |  90 |       2025 |      14
    28057273110 |         2341 |      439 |  90 |       1950 |      14
    28057273135 |         2341 |      439 |  90 |       1955 |      14
    28057273148 |         2341 |      439 |  90 |       1958 |      14
    28057281877 |           78 |      410 |  90 |       1837 |      14
    28057281887 |         1138 |      410 |  90 |       1838 |      14
    28057282745 |         1164 |      410 |  90 |       2253 |      14
    28057286100 |          576 |      335 |  90 |       1257 |      14
    28057291084 |         2302 |    31582 |  90 |       1530 |      14
    28057306543 |          131 |      333 |  90 |       1315 |      14
    28057307711 |           39 |      333 |  90 |       1629 |      14
    28057307811 |         2094 |      333 |  90 |       1644 |      14
    28057308838 |          304 |      333 |  90 |       1857 |      14
    28057321580 |          598 |      360 |  90 |       1907 |      14
    28057325972 |         2390 |      424 |  90 |       1235 |      14
    28057326317 |         2341 |      424 |  90 |       1348 |      14
    28057326845 |          800 |      424 |  90 |       1530 |      14
    28057332080 |            7 |      359 |  90 |       1753 |      14
    28057332298 |          334 |      359 |  90 |       1836 |      14
    28057332883 |         2447 |      359 |  90 |       2109 |      14
    28057336477 |         1382 |      288 |  90 |       1724 |      14
    28057345517 |          672 |      403 |  90 |       1147 |      14
    28057357456 |          934 |      422 |  90 |       1639 |      14
    28057358430 |          823 |      422 |  90 |       1928 |      14
    28057361057 |         2376 |      341 |  90 |       1339 |      14
    28057376076 |          840 |      400 |  90 |       1259 |      14
    28057378054 |          242 |      400 |  90 |       1933 |      14
    28057381328 |          929 |      338 |  90 |       1648 |      14
    28057382123 |         1803 |      338 |  90 |       2113 |      14
    28057388612 |          816 |      421 |  90 |       2039 |      14
    28057392666 |          428 |      443 |  90 |       2015 |      14
    28057404317 |         1483 |      370 |  91 |         51 |      14
    28057411036 |         2322 |      369 |  90 |       2117 |      14
    28057420990 |          170 |      391 |  90 |       1304 |      14
    28057427646 |         1865 |      433 |  90 |       1912 |      14
    28057431411 |         1707 |      320 |  90 |       1602 |      14
    28057432443 |         1707 |      320 |  90 |       2002 |      14
    28057432740 |         1707 |      320 |  90 |       2155 |      14
    28057438122 |           57 |      298 |  90 |       2013 |      14
    28057448003 |          690 |      318 |  90 |       1815 |      14
    28057465629 |         1296 |      304 |  90 |       1125 |      14
    28057467877 |          404 |      304 |  90 |       1817 |      14
    28057468680 |         1040 |      304 |  90 |       2042 |      14
    28057471112 |           77 |      346 |  90 |       1605 |      14
    28057476300 |         1726 |      380 |  90 |       1315 |      14
    28057485720 |         1040 |      402 |  90 |       1222 |      14
    28057486311 |         2110 |      402 |  90 |       1510 |      14
    28057490574 |         1720 |      324 |  90 |       1131 |      14
    28059461360 |         2364 |      673 |  90 |       1838 |      14
    28064476301 |          578 |     2538 |  90 |       1903 |      14
    28068935642 |         2200 |      334 |  91 |       1149 |      14
    28068950873 |          762 |    31862 |  91 |       1259 |      14
    28068951162 |          762 |    31862 |  91 |       1421 |      14
    28068956130 |         2497 |    31762 |  91 |       1638 |      14
    28068966123 |          276 |      362 |  91 |       1639 |      14
    28068967160 |           55 |      362 |  91 |       2310 |      14
    28068971695 |         1393 |      317 |  91 |       1646 |      14
    28068976689 |         1443 |      367 |  91 |       1200 |      14
    28068979857 |          853 |      367 |  91 |       1736 |      14
    28068981680 |         1260 |      367 |  91 |       2031 |      14
    28068986500 |          371 |      427 |  91 |       1524 |      14
    28068995219 |          383 |    31782 |  91 |        937 |      14
    28068996299 |         1795 |    31782 |  91 |       1604 |      14
    28069002479 |         1722 |      296 |  92 |         22 |      14
    28069006605 |         1272 |    31742 |  91 |       1650 |      14
    28069010637 |         1419 |    32004 |  91 |       1159 |      14
    28069010704 |          816 |    32004 |  91 |       1220 |      14
    28069012089 |          816 |    32004 |  91 |       1816 |      14
    28069012135 |          601 |    32004 |  91 |       1826 |      14
    28069012210 |          381 |    32004 |  91 |       1841 |      14
    28069015679 |         1130 |    31642 |  91 |       1145 |      14
    28069018845 |         1270 |    31642 |  91 |       2255 |      14
    28069020013 |         1042 |      414 |  91 |        610 |      14
    28069036088 |         1045 |      408 |  91 |       1457 |      14
    28069036103 |         1166 |      408 |  91 |       1501 |      14
    28069036107 |         1166 |      408 |  91 |       1503 |      14
    28069037072 |         1955 |      408 |  91 |       2045 |      14
    28069040636 |         1024 |      295 |  91 |       1332 |      14
    28069046282 |         1396 |      441 |  91 |       1553 |      14
    28069050666 |         1609 |      412 |  91 |       1025 |      14
    28069061372 |         1937 |      337 |  91 |       1639 |      14
    28069061376 |         1937 |      337 |  91 |       1640 |      14
    28069065125 |          981 |      372 |  91 |        644 |      14
    28069069784 |         2062 |      372 |  91 |       2159 |      14
    28069069831 |         2062 |      372 |  91 |       2212 |      14
    28069069835 |         2062 |      372 |  91 |       2213 |      14
    28069090981 |          742 |      445 |  91 |       1326 |      14
    28069101520 |         1004 |      316 |  91 |       1516 |      14
    28069101562 |         1004 |      316 |  91 |       1525 |      14
    28069106069 |         2190 |      323 |  91 |       1146 |      14
    28069106351 |         2190 |      323 |  91 |       1243 |      14
    28069108002 |         2360 |      323 |  91 |       1754 |      14
    28069108010 |         2190 |      323 |  91 |       1757 |      14
    28069108060 |         2360 |      323 |  91 |       1805 |      14
    28069108710 |         2360 |      323 |  91 |       2024 |      14
    28069112268 |         1369 |      446 |  91 |       1911 |      14
    28069117547 |          281 |      429 |  91 |       1957 |      14
    28069120325 |          473 |      327 |  91 |        935 |      14
    28069120515 |          149 |      327 |  91 |       1052 |      14
    28069125324 |          239 |      388 |  91 |        935 |      14
    28069125686 |          575 |      388 |  91 |       1140 |      14
    28069126240 |          929 |      388 |  91 |       1401 |      14
    28069128260 |          609 |      388 |  91 |       2220 |      14
    28069131197 |          361 |      374 |  91 |       1448 |      14
    28069136646 |         2050 |      432 |  91 |       1630 |      14
    28069142543 |          404 |      396 |  91 |       2047 |      14
    28069146160 |           17 |      361 |  91 |       1200 |      14
    28069146228 |           17 |      361 |  91 |       1210 |      14
    28069147950 |         1527 |      361 |  91 |       1710 |      14
    28069148902 |          232 |      361 |  91 |       1913 |      14
    28069167045 |          523 |      406 |  91 |       1537 |      14
    28069167663 |         1845 |      406 |  91 |       1703 |      14
    28069168391 |         2115 |      406 |  91 |       1837 |      14
    28069168445 |         2115 |      406 |  91 |       1844 |      14
    28069170922 |          513 |      447 |  91 |       1419 |      14
    28069172381 |          166 |      447 |  91 |       2218 |      14
    28069175717 |          378 |      299 |  91 |       1354 |      14
    28069175837 |         2076 |      299 |  91 |       1446 |      14
    28069180159 |         1740 |      381 |  91 |        558 |      14
    28069200974 |         1020 |      319 |  91 |       1216 |      14
    28069206195 |          888 |      401 |  91 |       1339 |      14
    28069206937 |         1492 |      401 |  91 |       1601 |      14
    28069216450 |         1452 |      339 |  91 |       1636 |      14
    28069223645 |          560 |      382 |  92 |         52 |      14
    28069226178 |          370 |      329 |  91 |       1224 |      14
    28069230187 |           58 |      375 |  91 |        718 |      14
    28069240984 |         2086 |      300 |  91 |       1738 |      14
    28069245729 |          595 |      352 |  91 |       1511 |      14
    28069256609 |         2467 |      436 |  91 |       1646 |      14
    28069267972 |         1537 |      404 |  91 |       2132 |      14
    28069271745 |         1479 |      410 |  91 |       1829 |      14
    28069272237 |          586 |      410 |  91 |       2041 |      14
    28069275480 |         2254 |    31582 |  91 |       1135 |      14
    28069280216 |          983 |      356 |  91 |        851 |      14
    28069291635 |         2063 |      333 |  91 |       1325 |      14
    28069297306 |         2411 |      363 |  91 |       1726 |      14
    28069306429 |          800 |      424 |  91 |       1411 |      14
    28069308085 |          211 |      424 |  91 |       1925 |      14
    28069312117 |          334 |      359 |  91 |       1813 |      14
    28069327388 |         2111 |      403 |  91 |       2008 |      14
    28069327417 |         2097 |      403 |  91 |       2017 |      14
    28069333601 |         2295 |      321 |  91 |       1951 |      14
    28069333854 |         2295 |      321 |  91 |       2042 |      14
    28069335975 |         2380 |      422 |  91 |       1210 |      14
    28069336576 |          114 |      422 |  91 |       1421 |      14
    28069337271 |           19 |      422 |  91 |       1627 |      14
    28069337969 |          823 |      422 |  91 |       1824 |      14
    28069352342 |          412 |      313 |  91 |       1607 |      14
    28069356065 |          725 |      400 |  91 |       1256 |      14
    28069356305 |         1113 |      400 |  91 |       1359 |      14
    28069360740 |         1803 |      338 |  91 |       1313 |      14
    28069365667 |         1779 |      421 |  91 |       1106 |      14
    28069367800 |         1419 |      421 |  91 |       1744 |      14
    28069368234 |           80 |      421 |  91 |       1904 |      14
    28069382503 |          956 |      370 |  91 |       1630 |      14
    28069385640 |         1452 |      369 |  91 |        914 |      14
    28069389173 |         1452 |      369 |  91 |       1736 |      14
    28069391161 |         2322 |      369 |  91 |       2234 |      14
    28069402170 |          469 |      391 |  91 |       1757 |      14
    28069411379 |         1707 |      320 |  91 |       1546 |      14
    28069411877 |         1707 |      320 |  91 |       1737 |      14
    28069412233 |         1707 |      320 |  91 |       1908 |      14
    28069412461 |         1873 |      320 |  91 |       2023 |      14
    28069417906 |         1529 |      298 |  91 |       1924 |      14
    28069425893 |          690 |      318 |  91 |       1202 |      14
    28069425902 |          690 |      318 |  91 |       1204 |      14
    28069426256 |         2097 |      318 |  91 |       1320 |      14
    28069426273 |         2097 |      318 |  91 |       1324 |      14
    28069427697 |         2405 |      318 |  91 |       1829 |      14
    28069437359 |          631 |      389 |  91 |       1709 |      14
    28069437969 |          971 |      389 |  91 |       1851 |      14
    28069442779 |          462 |      304 |  91 |       1758 |      14
    28069443490 |         1040 |      304 |  91 |       2008 |      14
    28069450630 |         1726 |      380 |  91 |       1111 |      14
    28069456690 |         1396 |      438 |  91 |       1505 |      14
    28069460563 |         2018 |      402 |  91 |       1128 |      14
    28069462760 |          708 |      402 |  91 |       2000 |      14
    28069470560 |         1989 |      343 |  91 |        931 |      14
    28069471432 |          418 |      343 |  91 |       1207 |      14
    28071976389 |         2182 |     3262 |  91 |       1448 |      14
    28080972200 |         2497 |    31762 |  92 |       2254 |      14
    28080982283 |          979 |      364 |  91 |       2047 |      14
    28080990803 |         2448 |      362 |  92 |       1454 |      14
    28080992027 |           55 |      362 |  92 |       2122 |      14
    28081001776 |         1443 |      367 |  92 |       1155 |      14
    28081002773 |         1270 |      367 |  92 |       1355 |      14
    28081004706 |          853 |      367 |  92 |       1712 |      14
    28081004887 |          853 |      367 |  92 |       1727 |      14
    28081010331 |          583 |      427 |  92 |        936 |      14
    28081010754 |         2181 |      427 |  92 |       1158 |      14
    28081012457 |         2233 |      427 |  92 |       1837 |      14
    28081016205 |           20 |      355 |  92 |       1253 |      14
    28081020019 |         1795 |    31782 |  92 |        254 |      14
    28081020020 |         1795 |    31782 |  92 |        254 |      14
    28081022309 |           40 |    31782 |  92 |       2000 |      14
    28081026955 |         1722 |      296 |  92 |       1914 |      14
    28081026958 |         1722 |      296 |  92 |       1915 |      14
    28081027447 |         1491 |      296 |  92 |       2205 |      14
    28081027575 |         1722 |      296 |  93 |         32 |      14
    28081030773 |         1364 |    31742 |  92 |       1333 |      14
    28081031006 |         1081 |    31742 |  92 |       1446 |      14
    28081031725 |         1914 |    31742 |  92 |       1732 |      14
    28081036949 |         1749 |    32004 |  92 |       1824 |      14
    28081040662 |         1130 |    31642 |  92 |       1147 |      14
    28081041458 |         1130 |    31642 |  92 |       1456 |      14
    28081041587 |         1130 |    31642 |  92 |       1525 |      14
    28081042370 |         1084 |    31642 |  92 |       1750 |      14
    28081042382 |         1084 |    31642 |  92 |       1751 |      14
    28081043555 |         1130 |    31642 |  92 |       2126 |      14
    28081043606 |         1130 |    31642 |  92 |       2136 |      14
    28081043612 |         1130 |    31642 |  92 |       2137 |      14
    28081043657 |         1130 |    31642 |  92 |       2153 |      14
    28081043665 |         1130 |    31642 |  92 |       2155 |      14
    28081043680 |         1130 |    31642 |  92 |       2201 |      14
    28081043683 |         1130 |    31642 |  92 |       2202 |      14
    28081051597 |         2184 |      309 |  92 |       1851 |      14
    28081052058 |         2184 |      309 |  92 |       2121 |      14
    28081055070 |         1045 |      408 |  92 |        704 |      14
    28081056776 |          699 |      408 |  92 |       1811 |      14
    28081066181 |         1396 |      441 |  92 |       1611 |      14
    28081074956 |         2318 |      412 |  92 |       2336 |      14
    28081080738 |          607 |      337 |  92 |       1210 |      14
    28081087786 |         2298 |      372 |  92 |       1633 |      14
    28081089433 |         2062 |      372 |  92 |       2053 |      14
    28081096869 |          900 |      330 |  92 |       1551 |      14
    28081096964 |         1285 |      330 |  92 |       1607 |      14
    28081110382 |          742 |      445 |  92 |       1040 |      14
    28081112347 |         1041 |      445 |  92 |       1923 |      14
    28081120534 |         1461 |      316 |  92 |       1025 |      14
    28081120547 |         1461 |      316 |  92 |       1030 |      14
    28081120557 |         1461 |      316 |  92 |       1033 |      14
    28081123123 |         1004 |      316 |  92 |       1958 |      14
    28081136535 |         2076 |      429 |  92 |       1555 |      14
    28081140667 |         1070 |      327 |  92 |       1213 |      14
    28081140686 |         1070 |      327 |  92 |       1218 |      14
    28081145565 |          920 |      388 |  92 |       1053 |      14
    28081145953 |           86 |      388 |  92 |       1240 |      14
    28081147649 |         1816 |      388 |  92 |       1846 |      14
    28081147695 |         1816 |      388 |  92 |       1854 |      14
    28081147727 |          929 |      388 |  92 |       1902 |      14
    28081156308 |          607 |      432 |  92 |       1457 |      14
    28081157139 |          682 |      432 |  92 |       1804 |      14
    28081162102 |          404 |      396 |  92 |       1838 |      14
    28081162292 |         2020 |      396 |  92 |       1928 |      14
    28081168804 |         1778 |      361 |  92 |       1856 |      14
    28081169090 |          232 |      361 |  92 |       1944 |      14
    28081169332 |         1527 |      361 |  92 |       2024 |      14
    28081170079 |          232 |      361 |  92 |       2346 |      14
    28081177271 |         2070 |      311 |  92 |       2314 |      14
    28081180666 |          460 |      315 |  92 |       1320 |      14
    28081182028 |         2445 |      315 |  92 |       1958 |      14
    28081182032 |         2445 |      315 |  92 |       1959 |      14
    28081182033 |         2445 |      315 |  92 |       2000 |      14
    28081182061 |         2449 |      315 |  92 |       2009 |      14
    28081182376 |          955 |      315 |  92 |       2237 |      14
    28081187262 |          390 |      447 |  92 |       2047 |      14
    28081190676 |           74 |      299 |  92 |       1338 |      14
    28081191183 |          378 |      299 |  92 |       1648 |      14
    28081198184 |         2318 |      381 |  92 |       2041 |      14
    28081201828 |          321 |      450 |  92 |       1613 |      14
    28081209045 |          367 |      368 |  92 |       1653 |      14
    28081221594 |          647 |      292 |  92 |       1650 |      14
    28081230731 |          731 |      384 |  92 |       1111 |      14
    28081234043 |          845 |      384 |  92 |       2118 |      14
    28081235599 |         1452 |      339 |  92 |       1144 |      14
    28081246515 |          370 |      329 |  92 |       1345 |      14
    28081253050 |           58 |      375 |  92 |       1720 |      14
    28081253289 |         1257 |      375 |  92 |       1758 |      14
    28081255306 |         2116 |      289 |  92 |       1147 |      14
    28081256596 |         1695 |      289 |  92 |       2208 |      14
    28081265877 |          595 |      352 |  92 |       1636 |      14
    28081270567 |          114 |    31401 |  92 |       1358 |      14
    28081275631 |         2086 |      436 |  92 |       1145 |      14
    28081291747 |         1479 |      410 |  92 |       1731 |      14
    28081292743 |          586 |      410 |  92 |       2159 |      14
    28081296192 |         1142 |      335 |  91 |       1322 |      14
    28081296848 |          386 |      335 |  91 |       1610 |      14
    28081296890 |          386 |      335 |  91 |       1620 |      14
    28081298310 |         1537 |      335 |  91 |       2202 |      14
    28081307047 |         1120 |    31582 |  92 |       1909 |      14
    28081312046 |         2334 |      356 |  92 |       1700 |      14
    28081324454 |          131 |      333 |  92 |       2210 |      14
    28081324461 |          131 |      333 |  92 |       2212 |      14
    28081331032 |          788 |      360 |  92 |       1546 |      14
    28081340793 |          693 |      359 |  92 |       1258 |      14
    28081355464 |         2111 |      403 |  92 |       1118 |      14
    28081357052 |         2097 |      403 |  92 |       1852 |      14
    28081357505 |          714 |      403 |  92 |       2104 |      14
    28081385371 |         1662 |      400 |  92 |        945 |      14
    28081396178 |         1419 |      421 |  92 |       1315 |      14
    28081416380 |         2209 |      369 |  92 |       1123 |      14
    28081421379 |         2322 |      369 |  92 |       2159 |      14
    28081425287 |         2012 |      306 |  92 |        936 |      14
    28081425289 |         2012 |      306 |  92 |        937 |      14
    28081425291 |         2012 |      306 |  92 |        938 |      14
    28081425811 |          464 |      306 |  92 |       1242 |      14
    28081440871 |          688 |      320 |  92 |       1313 |      14
    28081441351 |         1707 |      320 |  92 |       1546 |      14
    28081441396 |         1707 |      320 |  92 |       1555 |      14
    28081442043 |         1707 |      320 |  92 |       1831 |      14
    28081442611 |         1062 |      320 |  92 |       2130 |      14
    28081445711 |          576 |      298 |  92 |       1123 |      14
    28081446541 |         2179 |      298 |  92 |       1506 |      14
    28081452156 |         2087 |      345 |  92 |       1709 |      14
    28081456864 |          690 |      318 |  92 |       1421 |      14
    28081470716 |          631 |      389 |  92 |       1118 |      14
    28081471161 |          631 |      389 |  92 |       1251 |      14
    28081478635 |         2024 |      304 |  92 |       2012 |      14
    28081495447 |         2110 |      402 |  92 |       1043 |      14
    28081500277 |          718 |      324 |  92 |        934 |      14
    28081501506 |          718 |      324 |  92 |       1538 |      14
    28081502394 |         2488 |      324 |  92 |       1859 |      14
    28081503101 |          718 |      324 |  92 |       2204 |      14
    28081510221 |         1267 |      343 |  92 |       1936 |      14
    28084042502 |          997 |     3182 |  92 |       1915 |      14
    28092901131 |         2200 |      334 |  93 |       1348 |      14
    28092905984 |         1762 |      286 |  93 |       2022 |      14
    28092916085 |          762 |    31862 |  92 |       1409 |      14
    28092916460 |          762 |    31862 |  92 |       1559 |      14
    28092916872 |          762 |    31862 |  92 |       1734 |      14
    28092920328 |         2107 |    31862 |  93 |       2011 |      14
    28092925915 |          996 |    31762 |  93 |       1522 |      14
    28092927069 |         2497 |    31762 |  93 |       2156 |      14
    28092941564 |          575 |      362 |  93 |       1805 |      14
    28092941932 |          671 |      362 |  93 |       1950 |      14
    28092946381 |         1393 |      317 |  93 |       1534 |      14
    28092946670 |         1031 |      317 |  93 |       1649 |      14
    28092950300 |         1443 |      367 |  93 |        727 |      14
    28092953669 |         2058 |      367 |  93 |       1532 |      14
    28092954918 |          853 |      367 |  93 |       1723 |      14
    28092955081 |         2279 |      367 |  93 |       1739 |      14
    28092955094 |         2279 |      367 |  93 |       1740 |      14
    28092958152 |          282 |      367 |  93 |       2330 |      14
    28092965921 |          219 |      355 |  93 |       1200 |      14
    28092971755 |          483 |    31782 |  93 |       1659 |      14
    28092971786 |         2499 |    31782 |  93 |       1707 |      14
    28092975403 |         1018 |      296 |  93 |       1117 |      14
    28092975705 |         1113 |      296 |  93 |       1314 |      14
    28092986376 |          219 |    32004 |  93 |       1544 |      14
    28092986767 |         1917 |    32004 |  93 |       1711 |      14
    28092987688 |         2194 |    32004 |  93 |       2055 |      14
    28092987775 |         1419 |    32004 |  93 |       2117 |      14
    28092990586 |          464 |    31642 |  93 |       1130 |      14
    28092990629 |         1130 |    31642 |  93 |       1141 |      14
    28092995998 |          451 |      414 |  93 |       1435 |      14
    28093000910 |         1509 |      309 |  93 |       1447 |      14
    28093002225 |         2184 |      309 |  93 |       2116 |      14
    28093002434 |         2184 |      309 |  93 |       2314 |      14
    28093005364 |         1710 |      340 |  92 |       1118 |      14
    28093006441 |          955 |      340 |  92 |       1744 |      14
    28093006992 |          955 |      340 |  92 |       2106 |      14
    28093008443 |         1710 |      340 |  93 |       1648 |      14
    28093008886 |         1038 |      340 |  93 |       1859 |      14
    28093010148 |         1166 |      408 |  93 |        850 |      14
    28093010429 |         1166 |      408 |  93 |       1058 |      14
    28093016551 |          454 |      295 |  93 |       1814 |      14
    28093016813 |         1024 |      295 |  93 |       1942 |      14
    28093020424 |          253 |      441 |  93 |       1116 |      14
    28093026238 |         1609 |      412 |  93 |       1146 |      14
    28093036001 |          947 |      337 |  93 |       1415 |      14
    28093042430 |         2198 |      372 |  93 |       1533 |      14
    28093043328 |         1528 |      372 |  93 |       1736 |      14
    28093043620 |          607 |      372 |  93 |       1810 |      14
    28093043821 |         2260 |      372 |  93 |       1835 |      14
    28093044242 |         2317 |      372 |  93 |       1941 |      14
    28093052063 |          900 |      330 |  93 |       1551 |      14
    28093052614 |         1627 |      330 |  93 |       1715 |      14
    28093052810 |          900 |      330 |  93 |       1742 |      14
    28093054097 |          900 |      330 |  93 |       2111 |      14
    28093067377 |          946 |      445 |  93 |       1906 |      14
    28093077391 |         1004 |      316 |  93 |       1731 |      14
    28093082592 |          868 |      323 |  93 |       1634 |      14
    28093084216 |         2252 |      323 |  93 |       2209 |      14
    28093093092 |          859 |      429 |  93 |       2048 |      14
    28093095489 |         2185 |      327 |  93 |       1055 |      14
    28093111182 |           85 |      432 |  93 |       1412 |      14
    28093122990 |          232 |      361 |  93 |       1639 |      14
    28093122994 |          232 |      361 |  93 |       1640 |      14
    28093123990 |         1012 |      361 |  93 |       1839 |      14
    28093140413 |         1018 |      406 |  92 |        948 |      14
    28093142349 |         2115 |      406 |  92 |       1618 |      14
    28093143733 |          908 |      406 |  92 |       1942 |      14
    28093143896 |         1585 |      406 |  92 |       2010 |      14
    28093144377 |          908 |      406 |  92 |       2139 |      14
    28093145153 |          908 |      406 |  93 |        941 |      14
    28093146924 |          523 |      406 |  93 |       1539 |      14
    28093147779 |         1354 |      406 |  93 |       1737 |      14
    28093148659 |         1946 |      406 |  93 |       1939 |      14
    28093148742 |         1091 |      406 |  93 |       1952 |      14
    28093150220 |         1291 |      447 |  93 |        917 |      14
    28093156519 |          378 |      299 |  93 |       1809 |      14
    28093156534 |         1418 |      299 |  93 |       1813 |      14
    28093160119 |         1653 |      381 |  93 |        533 |      14
    28093171823 |         1042 |      368 |  93 |       1821 |      14
    28093175416 |          712 |      448 |  93 |       1035 |      14
    28093178005 |         1923 |      448 |  93 |       2229 |      14
    28093188107 |          926 |      319 |  92 |       1739 |      14
    28093189937 |          906 |      319 |  93 |        737 |      14
    28093191398 |          607 |      319 |  93 |       1319 |      14
    28093204364 |         2182 |      401 |  93 |       2238 |      14
    28093205565 |          731 |      384 |  93 |       1038 |      14
    28093206213 |          418 |      384 |  93 |       1242 |      14
    28093207557 |          731 |      384 |  93 |       1619 |      14
    28093208337 |         1229 |      384 |  93 |       1816 |      14
    28093216470 |          982 |      382 |  93 |       1429 |      14
    28093217082 |          982 |      382 |  93 |       1637 |      14
    28093218722 |         2455 |      382 |  93 |       2140 |      14
    28093223788 |           58 |      375 |  93 |       1847 |      14
    28093251904 |         2467 |      436 |  93 |       1711 |      14
    28093262351 |         1537 |      404 |  93 |       1740 |      14
    28093263411 |         1537 |      404 |  93 |       2204 |      14
    28093265327 |         1479 |      410 |  93 |       1043 |      14
    28093265449 |         1479 |      410 |  93 |       1133 |      14
    28093267067 |          586 |      410 |  93 |       1853 |      14
    28093272473 |          644 |      335 |  93 |       1832 |      14
    28093277129 |         2023 |    31582 |  93 |       2005 |      14
    28093277530 |          542 |    31582 |  93 |       2244 |      14
    28093281048 |          752 |      356 |  93 |       1305 |      14
    28093283488 |         2002 |      356 |  93 |       2053 |      14
    28093291580 |         2063 |      333 |  93 |       1330 |      14
    28093294878 |          131 |      333 |  93 |       2213 |      14
    28093317680 |          334 |      359 |  93 |       1958 |      14
    28093330007 |         2295 |      403 |  93 |        141 |      14
    28093331248 |         1015 |      403 |  93 |       1514 |      14
    28093331605 |          714 |      403 |  93 |       1642 |      14
