 household_id | store_id 
         1070 |      401
         1070 |      447
         1074 |      292
         1074 |      343
         1074 |      384
         1074 |      438
         1076 |      293
         1076 |     3082
         1076 |    31401
         1076 |      365
         1076 |      422
         1076 |      436
         1081 |    31742
         1081 |    31762
         1081 |      338
         1081 |      358
         1081 |      369
         1081 |      448
         1082 |      370
         1082 |      404
         1084 |      292
         1084 |      297
         1084 |      316
         1084 |    31642
         1084 |      319
         1084 |      339
         1084 |      340
         1084 |      343
         1084 |      367
         1084 |      369
         1084 |      381
         1084 |      384
         1084 |      396
         1084 |      412
         1084 |      421
         1084 |      440
         1084 |      445
         1084 |      448
         1091 |      197
         1091 |    31782
         1091 |      369
         1091 |      406
          109 |    31862
          109 |      374
         1094 |    31742
         1094 |    31762
          109 |      432
         1094 |      330
         1094 |      369
         1094 |      382
         1094 |      421
          109 |      443
         1094 |      445
          110 |      289
          110 |    31642
          110 |      319
         1103 |      316
         1103 |      319
         1103 |      380
         1103 |      412
          110 |      367
          110 |      372
          110 |      380
          110 |      396
          110 |      402
          110 |      412
          110 |      438
          110 |      441
          110 |      445
          110 |      450
          110 |      545
         1113 |      296
         1113 |      324
         1113 |     3270
         1113 |      334
         1113 |     3479
         1113 |     3517
         1113 |      366
         1113 |      400
         1113 |      401
         1120 |    31582
         1120 |      445
         1120 |      446
         1123 |      289
         1123 |      346
         1123 |      356
         1123 |      424
         1128 |      132
         1128 |     3135
         1128 |    34011
         1128 |      354
         1128 |      368
         1128 |      372
         1128 |      380
         1128 |      391
         1128 |      402
         1128 |      414
         1130 |      292
         1130 |      297
         1130 |      304
         1130 |    31642
         1130 |      319
         1130 |      340
         1130 |      343
         1130 |      367
         1130 |      381
         1130 |      441
         1131 |      319
         1131 |      354
         1131 |      368
         1131 |      380
         1131 |      389
         1131 |      415
         1131 |      443
          113 |     2979
          113 |      299
          113 |      304
          113 |    34011
          113 |      375
          113 |      414
         1135 |    31642
         1135 |      367
         1137 |      319
         1137 |      380
         1137 |      412
         1138 |      289
         1138 |      318
         1138 |      352
         1138 |      410
         1142 |    31582
         1142 |      335
          114 |     2971
          114 |      310
          114 |    31401
          114 |      422
          114 |      436
         1146 |      304
         1146 |      316
         1146 |      317
         1146 |      319
         1146 |      372
         1146 |      380
         1146 |      396
         1146 |      412
         1146 |      450
         1147 |      363
         1151 |      292
         1151 |      316
         1151 |    31642
         1151 |      337
         1151 |      340
         1151 |      372
         1151 |      380
         1151 |      381
         1151 |      396
         1151 |      412
         1151 |      415
         1151 |      421
         1151 |      446
         1154 |      346
         1154 |      368
         1158 |      289
         1158 |     2971
         1158 |      313
         1158 |      318
         1158 |      321
         1158 |      335
         1158 |      352
         1158 |      365
         1158 |      379
         1158 |      410
         1159 |      293
         1159 |      298
         1159 |      313
         1159 |    31582
         1159 |      318
         1159 |      319
         1159 |      359
         1159 |      375
         1159 |      380
         1159 |      402
         1159 |      424
         1159 |      439
         1159 |      450
         1160 |      315
         1160 |      316
         1160 |    31642
         1160 |    31862
         1160 |      319
         1160 |      337
         1160 |      367
         1160 |      372
         1160 |      381
         1160 |      396
         1160 |      446
         1163 |      286
         1163 |    34037
         1163 |      363
         1163 |      382
         1164 |      410
         1166 |     3149
         1166 |      363
         1166 |      408
         1166 |      669
         1166 |      901
         1167 |      309
         1167 |    31862
         1167 |     3385
         1167 |    33923
         1167 |      375
         1167 |      432
         1169 |      292
         1169 |      297
         1169 |    31642
         1169 |      319
         1169 |    32004
         1169 |      337
         1169 |      340
         1169 |      343
         1169 |      366
         1169 |      367
         1169 |      372
         1169 |      381
         1169 |      421
         1169 |      445
         1169 |      446
         1172 |        1
         1172 |      197
         1172 |      299
         1172 |      306
         1172 |    32004
         1172 |      388
         1172 |      396
         1172 |      442
          117 |      286
          117 |      309
          117 |    34037
          117 |      354
          117 |      363
         1174 |      316
         1174 |    31642
         1174 |      319
         1174 |      329
         1174 |      330
         1174 |      334
         1174 |      367
         1174 |      381
         1174 |      446
         1175 |      329
         1175 |      338
         1175 |      367
         1175 |      375
         1175 |      381
         1175 |      388
         1175 |      412
         1175 |      433
         1175 |      442
         1178 |      292
         1178 |      296
         1178 |      304
         1178 |      306
         1178 |      316
         1178 |    32004
         1178 |      343
         1178 |      372
         1178 |      381
         1178 |      384
         1178 |      412
         1178 |      421
         1178 |      445
         1179 |      320
         1179 |      327
         1179 |    33923
         1179 |    34011
         1179 |    34280
         1179 |      346
         1179 |     3479
         1179 |      361
         1179 |      364
         1179 |      368
         1179 |      391
         1179 |      402
         1179 |      414
          118 |      300
          118 |      310
          118 |    31401
          118 |      321
          118 |      422
          118 |      436
         1186 |      300
         1186 |      321
         1186 |      403
         1188 |      341
         1188 |      345
         1190 |      298
         1190 |    31582
         1190 |      318
         1190 |      370
         1190 |      404
          119 |     3238
          119 |     3292
          119 |      334
          119 |      388
          119 |      396
          119 |      400
          119 |      401
          119 |      406
          119 |      427
          119 |      442
         1197 |      306
         1197 |      319
         1197 |      323
         1197 |    34011
         1197 |      343
         1197 |      372
         1197 |      380
         1197 |      381
         1197 |      384
         1197 |      389
         1197 |      391
          121 |      292
          121 |    31642
          121 |     3177
          121 |     3206
          121 |     3293
          121 |      366
          121 |      372
          121 |      381
          121 |      412
          121 |      445
         1218 |      293
         1218 |      321
         1218 |      322
         1218 |      333
         1218 |      359
         1219 |      324
         1219 |      327
         1219 |      446
         1222 |      296
         1222 |    31742
         1222 |      334
         1222 |      343
         1222 |      369
         1222 |      388
         1222 |      400
         1222 |      433
         1226 |      354
         1226 |      364
         1226 |      368
         1226 |      443
         1228 |      296
         1228 |    31782
         1228 |      324
         1228 |     3248
         1228 |      327
         1228 |      330
         1228 |     3313
         1228 |      333
         1228 |      375
         1228 |      381
         1228 |      388
         1228 |      406
         1228 |      427
         1228 |      429
         1228 |      446
         1229 |      292
         1229 |      306
         1229 |      329
         1229 |      343
         1229 |      367
         1229 |      384
         1229 |      396
         1229 |      421
         1229 |      438
         1229 |      440
          123 |      289
          123 |      293
          123 |      298
          123 |      318
          123 |      335
          123 |      359
          123 |      370
          123 |      404
          123 |      424
         1234 |      293
         1234 |      322
         1234 |      333
         1234 |      359
         1234 |      424
         1236 |    31742
         1236 |      324
         1236 |      369
         1236 |      448
         1240 |      299
         1240 |    34011
         1240 |      375
         1240 |      414
         1240 |      429
         1247 |     3251
         1247 |      368
         1247 |      374
         1247 |      389
         1247 |      391
         1247 |      443
         1248 |      327
         1248 |      447
         1256 |      321
         1256 |      424
         1256 |      439
         1257 |      309
         1257 |    31862
         1257 |     3383
         1257 |      367
         1257 |      369
         1257 |      375
         1257 |      715
         1258 |      299
         1258 |    31862
         1258 |     3278
         1258 |      338
         1258 |      375
         1258 |      388
         1258 |      396
         1258 |      402
         1258 |      432
         1258 |      433
         1258 |      450
         1260 |      340
         1260 |      367
         1261 |      286
         1261 |      363
         1263 |    32004
         1263 |      354
         1263 |      364
         1263 |      368
         1263 |      415
         1264 |      296
         1264 |    31782
         1264 |      330
         1264 |      334
         1264 |      406
         1264 |      447
         1267 |      334
         1267 |      343
         1267 |      372
         1267 |      381
         1268 |    31742
         1268 |      338
         1268 |      358
         1268 |      382
         1268 |      448
         1270 |    31642
         1270 |      367
         1270 |      380
         1272 |     1365
         1272 |    31742
         1272 |      330
         1272 |      338
         1272 |      358
         1272 |      369
         1272 |      401
         1272 |      412
         1272 |      448
          127 |      300
          127 |      310
          127 |    31401
          127 |      422
          127 |      436
         1285 |      295
         1285 |      296
         1285 |    31642
         1285 |      330
         1285 |      334
         1285 |      427
         1291 |      400
         1291 |      447
         1296 |      304
         1296 |      402
         1296 |      450
         1297 |      304
         1297 |      309
         1297 |    31862
         1297 |      375
         1297 |      380
         1297 |      396
         1297 |      450
         1299 |      345
         1299 |      370
         1299 |      420
         1300 |      320
         1300 |      321
         1300 |    33923
         1300 |      346
         1300 |      362
         1300 |      364
         1305 |      295
         1305 |      306
         1305 |    31782
         1305 |      329
         1305 |      330
         1305 |      343
         1305 |      355
         1305 |      433
         1305 |      438
         1305 |      443
         1305 |      445
         1306 |    31642
         1306 |      319
         1306 |      337
         1306 |      340
         1306 |      367
         1306 |      372
         1306 |      380
         1306 |      381
         1306 |      412
         1306 |      421
         1306 |      445
         1306 |      446
          131 |     2865
          131 |     2888
          131 |     2974
          131 |     2975
          131 |      298
          131 |      310
          131 |      318
          131 |      320
          131 |      321
          131 |     3217
          131 |      322
          131 |      333
          131 |      346
          131 |      356
            1 |    31401
          131 |      410
         1316 |      306
         1316 |      329
         1316 |      355
          131 |      778
         1318 |      289
         1318 |      293
         1318 |      313
         1318 |      322
         1318 |      359
         1318 |      365
         1318 |      424
         1321 |      364
         1326 |      300
         1326 |      313
         1326 |    31401
         1326 |      318
         1326 |      321
         1326 |      335
         1326 |      356
         1326 |      360
         1326 |      410
           13 |      323
         1333 |      292
         1333 |      304
         1333 |      317
         1333 |    31862
         1333 |      338
         1333 |      367
         1333 |      396
         1333 |      442
          133 |      368
          133 |      380
          133 |      391
          133 |      402
         1337 |       27
         1337 |    33923
         1337 |    34011
         1337 |      341
         1337 |      346
         1337 |      364
         1337 |      368
         1337 |      374
         1337 |      375
         1337 |      379
         1337 |      396
         1337 |      414
          134 |      327
          134 |      369
          134 |      427
         1352 |      296
         1352 |    31782
         1352 |      401
         1352 |      406
         1352 |      447
         1354 |      296
         1354 |    31782
         1354 |      406
         1357 |      341
         1357 |      365
         1357 |      379
         1357 |      424
          136 |      300
          136 |      310
         1363 |      318
         1363 |      424
         1364 |    31742
         1364 |    31762
         1364 |      338
         1364 |      369
         1367 |    32004
         1367 |     3234
         1367 |      324
         1367 |      343
         1367 |      384
         1367 |      406
         1367 |      427
         1367 |      438
         1367 |      446
         1369 |      367
         1369 |      446
         1370 |    31582
         1370 |      318
         1370 |      333
         1370 |      335
         1376 |      310
         1376 |    31401
         1376 |      422
         1376 |      436
         1378 |      339
         1378 |      359
         1378 |      367
         1378 |      381
         1378 |      396
         1378 |      439
         1378 |      450
         1382 |      288
         1382 |      634
         1388 |      299
         1388 |    31742
         1388 |      375
         1388 |      396
         1388 |      402
         1389 |      368
         1391 |     1582
         1391 |     2879
         1391 |     2883
         1391 |     2930
         1391 |      310
         1391 |    31401
         1391 |     3217
         1391 |      422
         1391 |      436
         1391 |      476
         1391 |      624
          139 |    31582
         1393 |     2734
         1393 |     2903
         1393 |      317
         1393 |    31862
         1393 |      323
          139 |      335
         1393 |      381
         1393 |      396
         1393 |      432
         1393 |      442
          139 |      359
          139 |      424
         1394 |      396
         1394 |      442
         1396 |      292
         1396 |      329
         1396 |      343
         1396 |      438
         1396 |      441
         1397 |      292
         1397 |    32004
         1397 |      337
         1397 |      340
         1397 |      343
         1397 |      366
         1397 |      367
         1397 |      381
         1397 |      427
         1397 |      438
         1397 |      441
         1397 |      445
         1397 |      446
         1402 |      298
         1402 |      318
         1402 |      321
         1402 |    33923
         1412 |    31742
         1412 |    31762
         1412 |      338
         1412 |      358
         1412 |      448
         1418 |     2975
         1418 |      299
         1418 |      375
         1418 |      402
         1419 |    32004
         1419 |      372
         1419 |      380
         1419 |      384
         1419 |      421
         1421 |      134
         1421 |    31742
         1421 |      358
         1421 |      369
         1421 |      448
         1423 |     2933
         1423 |      363
         1423 |      408
         1425 |      339
         1425 |      369
         1425 |      448
         1428 |     2971
         1428 |      310
         1428 |    31401
         1428 |    31582
         1428 |     3251
         1428 |      363
         1428 |      370
         1428 |      408
         1428 |      422
         1428 |      901
         1429 |      421
         1429 |      445
         1430 |      317
         1430 |    31742
         1430 |      358
            1 |      436
         1437 |      299
         1437 |    31762
         1437 |      354
         1437 |      361
         1437 |      367
         1437 |      372
         1437 |      414
         1437 |      421
         1437 |      432
         1437 |      442
         1437 |      443
         1437 |      445
         1437 |      450
         1438 |      300
         1438 |      310
         1438 |    31401
         1438 |      422
         1443 |      367
         1443 |      384
         1443 |      391
         1445 |      289
         1445 |      322
         1445 |      335
         1445 |      352
         1445 |      359
         1445 |      365
         1445 |      404
         1445 |      410
         1445 |      424
         1451 |       27
         1451 |      299
         1451 |      309
         1451 |      316
         1451 |      317
         1451 |    31862
         1451 |      329
         1451 |      339
         1451 |      340
         1451 |      367
         1451 |      375
         1451 |      381
         1451 |      396
         1451 |      432
         1451 |      438
         1451 |      446
         1452 |      316
         1452 |    31642
         1452 |      319
         1452 |      337
         1452 |      339
         1452 |      340
         1452 |      369
         1452 |      380
         1452 |      381
         1452 |      388
         1452 |      402
         1452 |      433
         1452 |      446
         1452 |      448
         1453 |      317
         1453 |    31862
         1453 |      375
         1453 |      432
         1454 |      316
         1454 |      319
         1454 |      372
         1454 |      412
         1461 |      292
         1461 |      316
         1461 |      319
         1461 |      337
         1461 |      367
         1461 |      380
         1461 |      381
         1461 |      412
         1461 |      441
         1461 |      446
         1462 |     3060
         1462 |     3181
         1462 |    31862
         1462 |      319
         1462 |      391
         1462 |      432
         1467 |      286
         1467 |      317
         1467 |      362
         1467 |      388
         1467 |      411
         1467 |      433
         1468 |     2933
         1468 |      316
         1468 |      319
         1468 |    32310
         1468 |      403
         1468 |      404
         1468 |      439
         1468 |      486
         1468 |      538
         1470 |      295
         1470 |      304
         1470 |      316
         1470 |    31782
         1470 |      319
         1470 |    32004
         1470 |      323
         1470 |      406
         1470 |      442
         1470 |      445
         1470 |      450
         1474 |      296
         1474 |      334
         1474 |      400
         1475 |      299
         1475 |      317
         1475 |    31742
         1475 |    31762
         1475 |    31862
         1475 |    34280
         1475 |      361
         1475 |      375
         1475 |      429
         1479 |      335
         1479 |      352
         1479 |      410
         1479 |      424
         1479 |      439
         1481 |      297
         1481 |    31742
         1481 |      338
         1481 |      355
         1481 |      369
         1481 |      372
         1481 |      380
         1481 |      381
         1481 |      412
         1481 |      421
         1481 |      445
         1481 |      448
         1483 |    31582
         1483 |      318
         1483 |      345
         1483 |      370
         1484 |      289
         1484 |      293
         1484 |      352
         1484 |      359
         1484 |      404
         1484 |      424
         1485 |      304
         1485 |    32004
         1485 |      343
         1485 |      438
         1485 |      445
         1485 |      752
         1488 |      306
         1488 |    32004
         1488 |      343
         1491 |      296
         1491 |      406
         1492 |      296
         1492 |      340
         1492 |      401
         1492 |      406
          149 |      324
          149 |      327
          149 |      401
         1494 |      289
         1494 |      298
         1494 |      313
         1499 |      304
         1499 |      319
         1499 |      396
         1505 |      295
         1505 |      330
         1505 |      334
         1505 |      400
         1509 |      299
         1509 |      309
         1509 |      315
         1509 |      361
         1509 |      362
         1509 |      375
         1509 |      388
         1509 |      429
         1509 |      432
         1517 |      304
         1517 |      316
         1517 |      317
         1517 |      381
         1517 |      388
         1517 |      396
         1517 |      412
         1517 |      432
         1517 |      448
         1517 |      450
         1524 |    31862
         1524 |      323
         1524 |    33923
         1524 |    34011
         1524 |      346
         1524 |      364
         1524 |      375
         1524 |      384
         1524 |      391
         1524 |      402
         1524 |      414
         1527 |      320
         1527 |      322
         1527 |      333
         1527 |      335
         1527 |    34280
         1527 |      359
         1527 |      361
         1527 |      363
         1527 |      429
         1528 |      316
         1528 |      317
         1528 |      319
         1528 |    32004
         1528 |      372
         1528 |      380
         1528 |      381
         1528 |      412
         1528 |      421
         1529 |      298
         1529 |      313
         1529 |    31582
         1529 |      322
         1529 |      333
         1534 |      197
         1534 |      299
         1534 |      309
         1534 |      317
         1534 |      370
         1534 |      375
         1534 |      402
         1536 |      296
         1536 |    31782
         1536 |     3293
         1536 |      400
         1536 |      406
         1537 |    31582
         1537 |      318
         1537 |      335
         1537 |      404
         1537 |      410
         1537 |      427
         1540 |      292
         1540 |      297
         1540 |      316
         1540 |    32004
         1540 |      343
         1540 |      372
         1540 |      380
         1540 |      381
         1540 |      389
         1540 |      412
         1540 |      421
         1540 |      441
         1540 |      445
         1540 |      450
         1541 |      304
         1541 |      317
         1541 |    34011
         1541 |      396
         1545 |      289
         1545 |      293
         1545 |      318
         1545 |      322
         1545 |      333
         1545 |      356
         1545 |      359
         1545 |      404
         1545 |      410
         1549 |      289
         1549 |      313
         1549 |      318
          155 |    34011
          155 |      375
          155 |      402
          155 |      450
         1556 |      310
         1556 |      380
         1556 |      436
         1557 |      319
         1557 |      375
         1557 |      402
         1557 |      450
         1563 |      316
         1563 |      412
         1563 |      421
         1566 |      299
         1566 |      323
         1566 |    33923
         1566 |    34011
         1566 |      346
         1566 |     4443
         1566 |      687
         1566 |      725
         1567 |      292
         1567 |      295
         1567 |      297
         1567 |      316
         1567 |    31642
         1567 |      319
         1567 |      381
         1567 |      384
         1567 |      391
         1567 |      438
         1567 |      441
         1567 |      446
         1568 |      298
         1568 |      364
         1568 |      368
         1572 |      299
         1572 |      323
         1572 |    34011
         1572 |      368
         1572 |      375
         1572 |      391
         1572 |      414
         1572 |      450
          157 |      304
          157 |     3382
          157 |     3383
          157 |      381
          157 |      446
         1578 |    31582
         1578 |      321
         1578 |      335
         1578 |      410
         1578 |      422
         1580 |    31862
         1580 |      319
         1580 |      329
         1580 |      380
         1580 |      381
         1580 |      421
         1580 |      450
          158 |      292
          158 |      343
          158 |      438
         1585 |      295
         1585 |      296
         1585 |      299
         1585 |    31782
         1585 |      330
         1585 |      334
         1585 |      369
         1585 |      406
         1588 |      304
         1588 |      317
         1588 |    31862
         1588 |      375
         1588 |      396
         1588 |      421
         1591 |      299
         1591 |      319
         1591 |    32004
         1591 |     3278
         1591 |      368
         1591 |      380
         1591 |      389
         1591 |      391
         1591 |      421
         1591 |      445
          159 |      289
          159 |      298
          159 |      313
          159 |      318
          159 |      333
          159 |      360
          159 |      410
         1595 |      292
         1595 |    31642
         1595 |      343
         1595 |      367
         1595 |      384
         1595 |      391
         1595 |      440
         1604 |      288
         1609 |      316
         1609 |    31862
         1609 |      319
         1609 |      367
         1609 |      412
          161 |      304
          161 |      315
          161 |      316
          161 |      319
          161 |      380
          161 |      391
          161 |      402
         1618 |      296
         1618 |    31782
         1618 |      358
         1618 |      401
         1618 |      406
         1618 |      429
         1627 |      317
         1627 |    31742
         1627 |    31762
         1627 |      330
         1627 |      369
         1627 |      375
         1627 |      402
         1627 |      414
         1627 |      450
           16 |      309
         1631 |      293
         1631 |    31582
         1631 |      335
         1631 |      352
         1631 |      410
         1631 |      439
           16 |     3316
         1633 |      296
         1633 |    32004
         1633 |      343
         1633 |      372
         1633 |      384
         1633 |      401
         1633 |      412
         1633 |      421
         1633 |      445
         1633 |      446
         1633 |      448
         1634 |      372
         1634 |      380
         1634 |      412
         1634 |      421
         1634 |      445
          164 |      318
          164 |      404
         1648 |      286
         1648 |    33923
         1648 |    34011
         1648 |    34037
         1648 |      354
         1648 |      363
         1648 |      368
         1648 |      380
         1648 |      389
         1648 |      391
         1648 |      408
         1648 |      415
         1648 |      433
         1648 |      443
         1649 |      315
         1649 |      367
         1649 |      375
         1650 |      311
         1650 |      327
          165 |      321
         1653 |      316
         1653 |    31762
         1653 |      319
         1653 |      338
         1653 |      367
         1653 |      369
         1653 |      372
         1653 |      381
         1653 |      382
         1653 |      412
         1653 |      421
         1653 |      432
         1653 |      446
         1653 |      450
         1662 |      296
         1662 |      324
         1662 |      330
         1662 |      400
          166 |    31782
          166 |      327
          166 |      447
         1676 |     2054
         1676 |      321
         1676 |      322
         1676 |      403
         1676 |      439
         1677 |    32004
         1677 |      391
         1677 |      421
         1678 |      345
         1678 |      370
         1678 |      420
         1680 |      298
         1680 |      318
         1680 |    33923
         1680 |      346
         1680 |      446
         1686 |      289
         1686 |      322
         1686 |      335
         1686 |      356
         1686 |      403
         1686 |      410
         1686 |      424
         1686 |      439
         1689 |      300
         1689 |      310
         1689 |    31401
         1689 |      422
         1689 |      436
         1692 |      295
         1692 |     3076
         1692 |      330
         1692 |    34011
         1692 |      381
         1692 |      400
         1692 |      415
         1692 |      421
         1692 |      443
         1693 |      298
         1693 |     3013
         1693 |      320
         1693 |      333
         1693 |      356
         1693 |      359
         1693 |      375
         1693 |      424
         1694 |      295
         1694 |      304
         1694 |      316
         1694 |      319
         1694 |      343
         1694 |      372
         1694 |      375
         1694 |      381
         1694 |      382
         1694 |      384
         1694 |      396
         1694 |      446
         1695 |       27
         1695 |      289
         1695 |      292
         1695 |      293
         1695 |      297
         1695 |      304
         1695 |      317
         1695 |    32004
         1695 |      321
         1695 |      322
         1695 |      327
         1695 |      334
         1695 |      340
         1695 |      343
         1695 |      346
         1695 |      367
         1695 |      372
         1695 |      381
         1695 |      396
         1695 |      402
         1695 |      410
         1695 |      412
         1695 |      424
         1695 |      427
         1695 |      429
         1695 |      438
         1695 |      441
         1695 |      442
         1695 |      446
         1695 |      448
         1696 |      439
          170 |    34011
          170 |      369
          170 |      391
          170 |      402
          170 |      414
          170 |      450
         1707 |      320
         1707 |      333
         1707 |      346
         1708 |      296
         1708 |      324
         1708 |      327
         1708 |      369
         1709 |      317
         1709 |    31762
         1709 |      338
         1709 |      375
         1709 |      388
         1709 |      432
         1710 |      296
         1710 |    31742
         1710 |      327
         1710 |      330
         1710 |      339
         1710 |      340
         1710 |      358
         1710 |      367
         1710 |      369
         1710 |      375
         1710 |      381
         1710 |      396
         1710 |      427
         1710 |      446
         1710 |       45
         1720 |    31762
         1720 |      324
         1720 |      327
         1720 |      339
         1720 |      369
         1722 |      296
         1722 |    31782
         1722 |     3217
         1722 |      330
         1722 |      334
         1722 |      400
         1722 |      401
         1722 |      406
         1722 |      447
         1726 |      319
         1726 |      380
         1726 |      411
         1726 |      412
           17 |      320
           17 |    34280
           17 |      346
           17 |      361
         1740 |     3027
         1740 |     3090
         1740 |    31642
         1740 |      317
         1740 |     3217
         1740 |      323
         1740 |     3242
         1740 |      334
         1740 |      339
         1740 |      367
         1740 |      369
         1740 |      372
         1740 |      381
         1740 |      396
         1740 |      412
         1740 |       86
         1745 |      292
         1745 |      297
         1745 |      372
         1745 |      384
         1745 |      441
         1748 |      300
         1748 |      310
         1748 |    31401
         1748 |      403
         1748 |      422
         1748 |      436
         1749 |      215
         1749 |    32004
         1749 |      384
         1749 |      445
         1751 |     2762
         1751 |      298
         1751 |      356
         1753 |      345
         1753 |      370
         1759 |      362
         1759 |      364
         1759 |      368
         1759 |      389
         1759 |      415
         1759 |      421
         1759 |      429
         1759 |      443
         1762 |      286
         1762 |      299
         1762 |      309
         1762 |     3197
         1762 |    34037
         1762 |      362
         1762 |      363
         1762 |      382
         1762 |      429
         1762 |      432
         1762 |      433
         1762 |      448
         1764 |     2762
         1764 |      324
         1764 |      327
         1764 |      400
         1764 |      438
         1764 |      447
         1764 |       46
         1765 |     3197
         1765 |      320
         1765 |    33923
         1765 |      346
         1765 |      364
         1775 |     2765
         1775 |     2914
         1775 |     2931
         1775 |      299
         1775 |      309
         1775 |    31762
         1775 |    31862
         1775 |      375
         1775 |      388
         1775 |      402
         1775 |      411
         1775 |      429
         1775 |      432
         1775 |      433
         1778 |      299
         1778 |    34280
         1778 |      346
         1778 |      361
         1778 |      429
         1779 |      372
         1779 |      380
         1779 |      412
         1779 |      421
          178 |      304
          178 |    32004
          178 |      367
          178 |      372
          178 |      381
         1785 |      339
         1785 |      369
         1785 |      448
         1788 |      295
         1788 |      367
         1788 |      374
         1788 |      445
         1791 |    33923
         1791 |    34011
         1791 |      367
         1791 |      380
         1791 |      381
         1791 |      391
         1791 |      402
         1791 |      414
         1791 |      450
         1795 |      296
         1795 |      299
         1795 |    31782
         1795 |      330
         1795 |      400
         1795 |      406
         1796 |      292
         1796 |      343
         1796 |      384
         1796 |      438
         1797 |      322
         1797 |      333
         1800 |      299
         1800 |      429
         1802 |      296
         1802 |      401
         1802 |      406
         1803 |      338
         1803 |      369
         1803 |      375
         1803 |      388
         1803 |      391
         1803 |      450
         1804 |      286
         1804 |    34037
         1804 |      362
         1804 |      408
         1804 |      429
         1804 |      432
         1804 |      433
         1812 |      300
         1812 |      313
         1812 |    31582
         1812 |      318
         1812 |      322
         1812 |      335
         1814 |     1145
         1814 |     1210
         1814 |     3217
         1814 |     3274
         1814 |      355
         1814 |      406
         1815 |      323
         1815 |      355
         1816 |     2979
         1816 |      304
         1816 |      317
         1816 |    31742
         1816 |    31862
         1816 |      369
         1816 |      375
         1816 |      388
         1816 |      432
         1816 |      433
         1816 |      442
           18 |     1679
         1820 |      321
         1820 |      403
         1820 |      424
         1820 |      439
         1822 |      304
         1822 |    31862
         1822 |      319
         1822 |      354
         1822 |      364
         1822 |      367
         1822 |      368
         1822 |      381
         1822 |      391
         1822 |      396
         1822 |      412
         1822 |      415
         1822 |      421
         1822 |      443
         1823 |     3175
         1823 |    34011
         1823 |      375
         1823 |      391
         1823 |      402
         1829 |      316
         1829 |    31642
         1829 |      319
         1829 |      320
         1829 |    32004
         1829 |      340
         1829 |      367
         1829 |      372
         1829 |      381
         1829 |      412
         1829 |      445
         1831 |      292
         1831 |      329
         1831 |      343
         1831 |      367
         1831 |      384
         1831 |      438
         1833 |      293
         1833 |      298
         1833 |      313
         1833 |      318
         1833 |      335
         1833 |      359
         1833 |      410
         1833 |      424
           18 |    33923
           18 |    34011
         1834 |      185
         1834 |      324
         1834 |      327
           18 |      375
           18 |      391
           18 |      402
         1841 |      293
         1841 |      359
           18 |      414
          184 |      197
          184 |      227
          184 |       27
          184 |      298
          184 |    31582
          184 |      318
          184 |      321
          184 |      322
          184 |      335
          184 |      346
          184 |      352
          184 |      404
          184 |      410
          184 |      424
         1844 |     2971
         1844 |      298
         1844 |    31401
         1844 |    31582
         1844 |      317
         1844 |      320
         1844 |      321
         1844 |      333
         1844 |      334
         1844 |      335
         1844 |    33923
